date,property_id,gas_usage_kwh,electricity_usage_kwh,infrared_usage_kwh,temperature,gas_cost,electricity_cost,infrared_cost,carbon_emissions_gas,carbon_emissions_electricity,carbon_emissions_infra
08/09/2024 16:00,3,18.93,15.01,9.5,23.38,0.95,2.25,0.76,3.48,3.5,0.95
08/09/2024 17:00,3,16.96,14.7,8.67,23.78,0.85,2.2,0.69,3.12,3.43,0.87
08/09/2024 18:00,3,19.79,14.06,8.87,23.3,0.99,2.11,0.71,3.64,3.28,0.89
08/09/2024 19:00,3,18.92,14.88,10.14,22.32,0.95,2.23,0.81,3.48,3.47,1.01
08/09/2024 20:00,3,19.41,15.3,10.79,23.7,0.97,2.3,0.86,3.57,3.56,1.08
08/09/2024 21:00,3,16.38,14.49,9.88,21.71,0.82,2.17,0.79,3.01,3.38,0.99
08/09/2024 22:00,3,18.66,14.83,9.36,23.43,0.93,2.22,0.75,3.43,3.46,0.94
08/09/2024 23:00,3,18.82,14.22,10.1,21.12,0.94,2.13,0.81,3.46,3.31,1.01
09/09/2024,3,19.98,17.15,10.69,21.11,1,2.57,0.86,3.68,4,1.07
09/09/2024 01:00,3,19.48,16.6,10.01,22.91,0.97,2.49,0.8,3.58,3.87,1
09/09/2024 02:00,3,19.46,17.44,10,23.51,0.97,2.62,0.8,3.58,4.06,1
09/09/2024 03:00,3,24.53,18.08,9.04,22.95,1.23,2.71,0.72,4.51,4.21,0.9
09/09/2024 04:00,3,20.66,16.21,11.72,24.02,1.03,2.43,0.94,3.8,3.78,1.17
09/09/2024 05:00,3,22.46,19.58,11.21,24.45,1.12,2.94,0.9,4.13,4.56,1.12
09/09/2024 06:00,3,25.48,18.76,12.44,22.84,1.27,2.81,1,4.69,4.37,1.24
09/09/2024 07:00,3,21.37,17.95,12.93,23.51,1.07,2.69,1.03,3.93,4.18,1.29
09/09/2024 08:00,3,22.99,17.14,9.59,22.4,1.15,2.57,0.77,4.23,3.99,0.96
09/09/2024 09:00,3,25.51,16.55,12.06,22.37,1.28,2.48,0.96,4.69,3.86,1.21
09/09/2024 10:00,3,19.48,16.04,11.34,22.27,0.97,2.41,0.91,3.58,3.74,1.13
09/09/2024 11:00,3,19.18,17.43,11.25,23.6,0.96,2.61,0.9,3.53,4.06,1.12
09/09/2024 12:00,3,19.5,15.45,10.7,22.86,0.98,2.32,0.86,3.59,3.6,1.07
09/09/2024 13:00,3,19.86,16.85,11.6,21.7,0.99,2.53,0.93,3.65,3.93,1.16
09/09/2024 14:00,3,16.35,14.15,10.02,22.26,0.82,2.12,0.8,3.01,3.3,1
09/09/2024 15:00,3,21.63,13.92,10.88,22.56,1.08,2.09,0.87,3.98,3.24,1.09
09/09/2024 16:00,3,19.14,15.56,9.25,22.49,0.96,2.33,0.74,3.52,3.63,0.92
09/09/2024 17:00,3,18.52,12.7,10.4,22.23,0.93,1.9,0.83,3.41,2.96,1.04
09/09/2024 18:00,3,19.7,16.41,10.04,22.32,0.98,2.46,0.8,3.62,3.82,1
09/09/2024 19:00,3,20.02,16.51,9.08,23.45,1,2.48,0.73,3.68,3.85,0.91
09/09/2024 20:00,3,19.14,13.92,10.13,22.44,0.96,2.09,0.81,3.52,3.24,1.01
09/09/2024 21:00,3,19.46,13.9,9.87,24.16,0.97,2.08,0.79,3.58,3.24,0.99
09/09/2024 22:00,3,19.51,15.09,9.65,22.72,0.98,2.26,0.77,3.59,3.52,0.97
09/09/2024 23:00,3,19.3,14.64,11.66,21.61,0.97,2.2,0.93,3.55,3.41,1.17
10/09/2024,3,21.45,16.23,9.71,24.34,1.07,2.43,0.78,3.95,3.78,0.97
10/09/2024 01:00,3,24.66,14.05,10.03,22.22,1.23,2.11,0.8,4.54,3.27,1
10/09/2024 02:00,3,19.53,18.02,10.92,22.81,0.98,2.7,0.87,3.59,4.2,1.09
10/09/2024 03:00,3,23.73,15.76,11.58,23.32,1.19,2.36,0.93,4.37,3.67,1.16
10/09/2024 04:00,3,24.55,17.6,10.98,22.9,1.23,2.64,0.88,4.52,4.1,1.1
10/09/2024 05:00,3,23.79,15.85,12.32,22.77,1.19,2.38,0.99,4.38,3.69,1.23
10/09/2024 06:00,3,23.2,17.28,11.87,22.49,1.16,2.59,0.95,4.27,4.03,1.19
10/09/2024 07:00,3,26.05,16.48,11.73,20.84,1.3,2.47,0.94,4.79,3.84,1.17
10/09/2024 08:00,3,25.08,18.85,11.8,22.83,1.25,2.83,0.94,4.61,4.39,1.18
10/09/2024 09:00,3,23.14,16.75,11.19,23.83,1.16,2.51,0.9,4.26,3.9,1.12
10/09/2024 10:00,3,19.96,15.52,10.74,22.94,1,2.33,0.86,3.67,3.62,1.07
10/09/2024 11:00,3,21.62,13.87,11.78,22.93,1.08,2.08,0.94,3.98,3.23,1.18
10/09/2024 12:00,3,20.99,14.87,10.19,22.84,1.05,2.23,0.82,3.86,3.46,1.02
10/09/2024 13:00,3,19.74,14.56,10.35,25.02,0.99,2.18,0.83,3.63,3.39,1.03
10/09/2024 14:00,3,19.81,13.03,9.74,23.44,0.99,1.95,0.78,3.65,3.04,0.97
10/09/2024 15:00,3,21.61,14.39,9.91,22.16,1.08,2.16,0.79,3.98,3.35,0.99
10/09/2024 16:00,3,20.43,15.91,10.11,21.13,1.02,2.39,0.81,3.76,3.71,1.01
10/09/2024 17:00,3,18.64,14.61,8.82,23.17,0.93,2.19,0.71,3.43,3.4,0.88
10/09/2024 18:00,3,16.66,14.05,9.95,23.39,0.83,2.11,0.8,3.07,3.27,1
10/09/2024 19:00,3,19.78,15.17,9.39,23.6,0.99,2.28,0.75,3.64,3.53,0.94
10/09/2024 20:00,3,18.44,14.51,9.94,21.87,0.92,2.18,0.8,3.39,3.38,0.99
10/09/2024 21:00,3,20.02,15.17,9.37,22.27,1,2.28,0.75,3.68,3.53,0.94
10/09/2024 22:00,3,20.59,14.73,9.63,20.79,1.03,2.21,0.77,3.79,3.43,0.96
10/09/2024 23:00,3,22.41,14.5,9.16,21.39,1.12,2.17,0.73,4.12,3.38,0.92
11/09/2024,3,21.1,15.92,11.14,22.56,1.06,2.39,0.89,3.88,3.71,1.11
11/09/2024 01:00,3,20.13,16.22,9.1,22.24,1.01,2.43,0.73,3.7,3.78,0.91
11/09/2024 02:00,3,24.04,17.14,12.21,24.89,1.2,2.57,0.98,4.42,3.99,1.22
11/09/2024 03:00,3,26.01,16.37,10.47,23.35,1.3,2.46,0.84,4.79,3.81,1.05
11/09/2024 04:00,3,21.53,16.26,9.74,22.65,1.08,2.44,0.78,3.96,3.79,0.97
11/09/2024 05:00,3,23.64,16.26,11.03,22.99,1.18,2.44,0.88,4.35,3.79,1.1
11/09/2024 06:00,3,20.79,16.18,10.96,22.5,1.04,2.43,0.88,3.83,3.77,1.1
11/09/2024 07:00,3,22.41,18.45,12.71,23.02,1.12,2.77,1.02,4.12,4.3,1.27
11/09/2024 08:00,3,23.79,16.39,11.61,23.35,1.19,2.46,0.93,4.38,3.82,1.16
11/09/2024 09:00,3,23.13,17.57,8.94,22.03,1.16,2.64,0.72,4.26,4.09,0.89
11/09/2024 10:00,3,20.3,18.37,11.51,22.69,1.02,2.76,0.92,3.74,4.28,1.15
11/09/2024 11:00,3,22.3,15.33,9.53,24.23,1.11,2.3,0.76,4.1,3.57,0.95
11/09/2024 12:00,3,21.26,15.67,10.28,21.26,1.06,2.35,0.82,3.91,3.65,1.03
11/09/2024 13:00,3,19.85,13.61,10.27,22.91,0.99,2.04,0.82,3.65,3.17,1.03
11/09/2024 14:00,3,20.61,14.75,8.94,22.58,1.03,2.21,0.72,3.79,3.44,0.89
11/09/2024 15:00,3,18.58,13.66,10.1,21.89,0.93,2.05,0.81,3.42,3.18,1.01
11/09/2024 16:00,3,19.4,14.94,8.39,24.23,0.97,2.24,0.67,3.57,3.48,0.84
11/09/2024 17:00,3,20.42,13.14,10.12,21.3,1.02,1.97,0.81,3.76,3.06,1.01
11/09/2024 18:00,3,19.34,14.19,9.15,22.12,0.97,2.13,0.73,3.56,3.31,0.92
11/09/2024 19:00,3,19.21,11.84,8.7,21.92,0.96,1.78,0.7,3.53,2.76,0.87
11/09/2024 20:00,3,20.01,14.42,9.18,22.67,1,2.16,0.73,3.68,3.36,0.92
11/09/2024 21:00,3,16,14.8,10.23,20.93,0.8,2.22,0.82,2.94,3.45,1.02
11/09/2024 22:00,3,19.89,12.27,10.28,22.5,0.99,1.84,0.82,3.66,2.86,1.03
11/09/2024 23:00,3,19.57,13.94,10.21,23.85,0.98,2.09,0.82,3.6,3.25,1.02
12/09/2024,3,19.78,16.1,10.94,21.94,0.99,2.42,0.88,3.64,3.75,1.09
12/09/2024 01:00,3,19.87,16.43,11.63,23.52,0.99,2.46,0.93,3.66,3.83,1.16
12/09/2024 02:00,3,22.76,16.09,10.21,23.19,1.14,2.41,0.82,4.19,3.75,1.02
12/09/2024 03:00,3,20.19,16.74,11.46,22.95,1.01,2.51,0.92,3.71,3.9,1.15
12/09/2024 04:00,3,20.54,18.4,11.43,23.45,1.03,2.76,0.91,3.78,4.29,1.14
12/09/2024 05:00,3,24.05,17.59,11.71,22.02,1.2,2.64,0.94,4.43,4.1,1.17
12/09/2024 06:00,3,22.23,15.04,11.14,21.1,1.11,2.26,0.89,4.09,3.5,1.11
12/09/2024 07:00,3,22.51,19.21,11.3,20.99,1.13,2.88,0.9,4.14,4.48,1.13
12/09/2024 08:00,3,21.25,19.06,9.28,21.32,1.06,2.86,0.74,3.91,4.44,0.93
12/09/2024 09:00,3,23.48,17.14,12.16,22.81,1.17,2.57,0.97,4.32,3.99,1.22
12/09/2024 10:00,3,20.02,15.58,10.1,21.6,1,2.34,0.81,3.68,3.63,1.01
12/09/2024 11:00,3,21.03,17.07,10.78,23.61,1.05,2.56,0.86,3.87,3.98,1.08
12/09/2024 12:00,3,20.01,15.79,8.6,24.79,1,2.37,0.69,3.68,3.68,0.86
12/09/2024 13:00,3,19.82,14.3,10.82,23.52,0.99,2.14,0.87,3.65,3.33,1.08
12/09/2024 14:00,3,18.23,15.53,8.66,23.14,0.91,2.33,0.69,3.35,3.62,0.87
12/09/2024 15:00,3,16.94,14.23,9.74,22.6,0.85,2.13,0.78,3.12,3.32,0.97
12/09/2024 16:00,3,16.13,13.98,8.55,21.85,0.81,2.1,0.68,2.97,3.26,0.86
12/09/2024 17:00,3,15.61,14.64,10.29,22.68,0.78,2.2,0.82,2.87,3.41,1.03
12/09/2024 18:00,3,17.68,14.25,8.66,23.91,0.88,2.14,0.69,3.25,3.32,0.87
12/09/2024 19:00,3,17.62,14.21,9.95,21.16,0.88,2.13,0.8,3.24,3.31,1
12/09/2024 20:00,3,17.49,13.34,7.54,23.75,0.87,2,0.6,3.22,3.11,0.75
12/09/2024 21:00,3,19.05,14.82,8.83,22.07,0.95,2.22,0.71,3.51,3.45,0.88
12/09/2024 22:00,3,19.64,15.44,10.3,21.86,0.98,2.32,0.82,3.61,3.6,1.03
12/09/2024 23:00,3,22.64,14.41,9.61,22.56,1.13,2.16,0.77,4.17,3.36,0.96
13/09/2024,3,22.69,16.65,11.69,21.12,1.13,2.5,0.94,4.17,3.88,1.17
13/09/2024 01:00,3,20.11,15.3,10.03,23.14,1.01,2.3,0.8,3.7,3.56,1
13/09/2024 02:00,3,22.15,14.68,9.56,23.38,1.11,2.2,0.76,4.08,3.42,0.96
13/09/2024 03:00,3,22.21,16.2,10.49,21.55,1.11,2.43,0.84,4.09,3.77,1.05
13/09/2024 04:00,3,23.44,17.59,11.13,24.14,1.17,2.64,0.89,4.31,4.1,1.11
13/09/2024 05:00,3,24.05,19.13,12.59,24.63,1.2,2.87,1.01,4.43,4.46,1.26
13/09/2024 06:00,3,23.74,18.41,11.62,23,1.19,2.76,0.93,4.37,4.29,1.16
13/09/2024 07:00,3,21.09,16.99,11.75,22.6,1.05,2.55,0.94,3.88,3.96,1.18
13/09/2024 08:00,3,19.92,15.89,10.72,22.65,1,2.38,0.86,3.67,3.7,1.07
13/09/2024 09:00,3,20.77,16.48,12.41,21.78,1.04,2.47,0.99,3.82,3.84,1.24
13/09/2024 10:00,3,21.67,16.82,11.28,23.08,1.08,2.52,0.9,3.99,3.92,1.13
13/09/2024 11:00,3,24.43,16.11,10.15,22.26,1.22,2.42,0.81,4.5,3.75,1.02
13/09/2024 12:00,3,22.96,15.65,11.52,26.6,1.15,2.35,0.92,4.22,3.65,1.15
13/09/2024 13:00,3,18.94,11.4,10.45,23.97,0.95,1.71,0.84,3.48,2.66,1.04
13/09/2024 14:00,3,18.79,17.15,9.23,22.17,0.94,2.57,0.74,3.46,4,0.92
13/09/2024 15:00,3,18.15,12.99,9.23,21.73,0.91,1.95,0.74,3.34,3.03,0.92
13/09/2024 16:00,3,17.8,13.11,10.84,23.53,0.89,1.97,0.87,3.28,3.05,1.08
13/09/2024 17:00,3,22.29,15.1,9.08,23.25,1.11,2.26,0.73,4.1,3.52,0.91
13/09/2024 18:00,3,17.97,15.47,10.58,21.75,0.9,2.32,0.85,3.31,3.6,1.06
13/09/2024 19:00,3,19.46,12.36,8.88,22.73,0.97,1.85,0.71,3.58,2.88,0.89
13/09/2024 20:00,3,19.55,13.22,11.19,24.43,0.98,1.98,0.9,3.6,3.08,1.12
13/09/2024 21:00,3,19.12,13.57,9.08,24.34,0.96,2.04,0.73,3.52,3.16,0.91
13/09/2024 22:00,3,20.61,14.7,11.33,23.79,1.03,2.2,0.91,3.79,3.43,1.13
13/09/2024 23:00,3,19.68,16.05,8.36,23.33,0.98,2.41,0.67,3.62,3.74,0.84
14/09/2024,3,19.78,14.34,8.61,23.81,0.99,2.15,0.69,3.64,3.34,0.86
14/09/2024 01:00,3,21.26,16.83,11.59,22.76,1.06,2.52,0.93,3.91,3.92,1.16
14/09/2024 02:00,3,22.7,16.85,9.27,23.52,1.14,2.53,0.74,4.18,3.93,0.93
14/09/2024 03:00,3,21.72,15.66,12.19,23.43,1.09,2.35,0.98,4,3.65,1.22
14/09/2024 04:00,3,23.86,16.04,11.68,22.78,1.19,2.41,0.93,4.39,3.74,1.17
14/09/2024 05:00,3,23.23,17.6,11.19,24.43,1.16,2.64,0.9,4.27,4.1,1.12
14/09/2024 06:00,3,21.25,16.06,11.63,23.12,1.06,2.41,0.93,3.91,3.74,1.16
14/09/2024 07:00,3,20.67,18.33,12.44,24.15,1.03,2.75,1,3.8,4.27,1.24
14/09/2024 08:00,3,19.45,16.77,11.37,23.43,0.97,2.52,0.91,3.58,3.91,1.14
14/09/2024 09:00,3,22.95,15.69,10.95,22.76,1.15,2.35,0.88,4.22,3.66,1.09
14/09/2024 10:00,3,21.51,15.12,10.4,21.89,1.08,2.27,0.83,3.96,3.52,1.04
14/09/2024 11:00,3,19.62,16.33,10.8,22.66,0.98,2.45,0.86,3.61,3.8,1.08
14/09/2024 12:00,3,21.89,16.17,9.95,20.87,1.09,2.43,0.8,4.03,3.77,1
14/09/2024 13:00,3,21.71,15.71,8.39,22.2,1.09,2.36,0.67,3.99,3.66,0.84
14/09/2024 14:00,3,20.37,14.63,10.44,23.29,1.02,2.19,0.84,3.75,3.41,1.04
14/09/2024 15:00,3,20.56,16.12,8.99,21.4,1.03,2.42,0.72,3.78,3.76,0.9
14/09/2024 16:00,3,16.73,14.36,7.76,22.24,0.84,2.15,0.62,3.08,3.35,0.78
14/09/2024 17:00,3,18.87,15.5,8.1,25.18,0.94,2.32,0.65,3.47,3.61,0.81
14/09/2024 18:00,3,16.92,14.45,10.25,22.89,0.85,2.17,0.82,3.11,3.37,1.03
14/09/2024 19:00,3,18.89,13.3,10.87,23.31,0.94,2,0.87,3.48,3.1,1.09
14/09/2024 20:00,3,18.98,14.35,7.5,22.68,0.95,2.15,0.6,3.49,3.34,0.75
14/09/2024 21:00,3,19.67,15.51,8.62,22.96,0.98,2.33,0.69,3.62,3.61,0.86
14/09/2024 22:00,3,21.28,15.65,10.48,25.27,1.06,2.35,0.84,3.92,3.65,1.05
14/09/2024 23:00,3,18.05,15.75,9.46,24.23,0.9,2.36,0.76,3.32,3.67,0.95
15/09/2024,3,22.16,14.36,9.24,23.27,1.11,2.15,0.74,4.08,3.35,0.92
15/09/2024 01:00,3,22.04,14.39,10.51,23.98,1.1,2.16,0.84,4.06,3.35,1.05
15/09/2024 02:00,3,21.61,17.7,10.17,23.56,1.08,2.65,0.81,3.98,4.12,1.02
15/09/2024 03:00,3,23.32,14.27,12.02,22.2,1.17,2.14,0.96,4.29,3.32,1.2
15/09/2024 04:00,3,23.56,16.97,10.4,23.45,1.18,2.55,0.83,4.34,3.95,1.04
15/09/2024 05:00,3,22.07,14.37,10.52,21.8,1.1,2.16,0.84,4.06,3.35,1.05
15/09/2024 06:00,3,23.51,18.26,10.87,24.14,1.18,2.74,0.87,4.33,4.25,1.09
15/09/2024 07:00,3,21.14,15.65,11.54,22.48,1.06,2.35,0.92,3.89,3.65,1.15
15/09/2024 08:00,3,22.7,15.17,11.76,22.38,1.14,2.28,0.94,4.18,3.53,1.18
15/09/2024 09:00,3,18.98,15.27,9.8,23.23,0.95,2.29,0.78,3.49,3.56,0.98
15/09/2024 10:00,3,22.96,16.32,10.98,23.72,1.15,2.45,0.88,4.22,3.8,1.1
15/09/2024 11:00,3,22.87,17.14,9.51,23.95,1.14,2.57,0.76,4.21,3.99,0.95
15/09/2024 12:00,3,19.21,15.19,9.74,23.81,0.96,2.28,0.78,3.53,3.54,0.97
15/09/2024 13:00,3,18.9,14.92,8.74,22.22,0.94,2.24,0.7,3.48,3.48,0.87
15/09/2024 14:00,3,19.21,16.37,11.13,23.25,0.96,2.46,0.89,3.53,3.81,1.11
15/09/2024 15:00,3,19.85,13.94,10.34,23.45,0.99,2.09,0.83,3.65,3.25,1.03
15/09/2024 16:00,3,21.54,12.32,9.25,23.38,1.08,1.85,0.74,3.96,2.87,0.92
15/09/2024 17:00,3,19.82,13.49,9.64,22.09,0.99,2.02,0.77,3.65,3.14,0.96
15/09/2024 18:00,3,19.28,13.44,9.67,22.6,0.96,2.02,0.77,3.55,3.13,0.97
15/09/2024 19:00,3,19.3,12.73,9.34,22.72,0.97,1.91,0.75,3.55,2.97,0.93
15/09/2024 20:00,3,18.24,12.51,11.69,24.52,0.91,1.88,0.94,3.36,2.91,1.17
15/09/2024 21:00,3,15.92,14.4,10.17,23,0.8,2.16,0.81,2.93,3.36,1.02
15/09/2024 22:00,3,16.42,13.8,11.59,24.23,0.82,2.07,0.93,3.02,3.22,1.16
15/09/2024 23:00,3,22.24,15.71,8.55,22.73,1.11,2.36,0.68,4.09,3.66,0.86
16/09/2024,3,21.22,14.82,10.24,20.98,1.06,2.22,0.82,3.9,3.45,1.02
16/09/2024 01:00,3,21.35,14.42,9.79,24.58,1.07,2.16,0.78,3.93,3.36,0.98
16/09/2024 02:00,3,22.34,15.43,12.56,22.86,1.12,2.31,1,4.11,3.6,1.26
16/09/2024 03:00,3,21.1,16.52,10.44,22.93,1.06,2.48,0.84,3.88,3.85,1.04
16/09/2024 04:00,3,21.42,15.69,11.21,23.3,1.07,2.35,0.9,3.94,3.66,1.12
16/09/2024 05:00,3,23.94,15.75,10.86,22.79,1.2,2.36,0.87,4.4,3.67,1.09
16/09/2024 06:00,3,21.73,17.14,11.32,22.6,1.09,2.57,0.91,4,3.99,1.13
16/09/2024 07:00,3,20.86,17.97,10.92,22.62,1.04,2.7,0.87,3.84,4.19,1.09
16/09/2024 08:00,3,21.82,16.63,11.69,24.42,1.09,2.49,0.94,4.01,3.87,1.17
16/09/2024 09:00,3,20.85,15.01,9.98,22.17,1.04,2.25,0.8,3.84,3.5,1
16/09/2024 10:00,3,22.72,16.34,10.22,23.15,1.14,2.45,0.82,4.18,3.81,1.02
16/09/2024 11:00,3,20.53,15.57,8.85,23.57,1.03,2.34,0.71,3.78,3.63,0.88
16/09/2024 12:00,3,20.74,13.85,9.6,23.14,1.04,2.08,0.77,3.82,3.23,0.96
16/09/2024 13:00,3,22.01,14.25,11.72,22.56,1.1,2.14,0.94,4.05,3.32,1.17
16/09/2024 14:00,3,19.03,14.44,11.05,23.4,0.95,2.17,0.88,3.5,3.36,1.11
16/09/2024 15:00,3,17.48,13.1,10.05,23.49,0.87,1.96,0.8,3.22,3.05,1.01
16/09/2024 16:00,3,18.47,14.59,8.03,22.14,0.92,2.19,0.64,3.4,3.4,0.8
16/09/2024 17:00,3,19.2,15.06,8.67,22.53,0.96,2.26,0.69,3.53,3.51,0.87
16/09/2024 18:00,3,19.22,12.63,9.2,23.8,0.96,1.89,0.74,3.54,2.94,0.92
16/09/2024 19:00,3,17.81,15.13,9.05,22.91,0.89,2.27,0.72,3.28,3.53,0.91
16/09/2024 20:00,3,14.55,10.21,8.58,22.64,0.73,1.53,0.69,2.68,2.38,0.86
16/09/2024 21:00,3,17.26,12.65,9.28,22.82,0.86,1.9,0.74,3.18,2.95,0.93
16/09/2024 22:00,3,19.38,14.6,10.53,23.63,0.97,2.19,0.84,3.57,3.4,1.05
16/09/2024 23:00,3,18.68,14.33,11.49,21.73,0.93,2.15,0.92,3.44,3.34,1.15
17/09/2024,3,20.45,15.57,11.83,23.03,1.02,2.34,0.95,3.76,3.63,1.18
17/09/2024 01:00,3,20.19,15.04,9.71,21.76,1.01,2.26,0.78,3.71,3.5,0.97
17/09/2024 02:00,3,21.06,14.15,10.82,23.31,1.05,2.12,0.87,3.88,3.3,1.08
17/09/2024 03:00,3,20.2,16.19,12.09,22.77,1.01,2.43,0.97,3.72,3.77,1.21
17/09/2024 04:00,3,23.14,15.04,12.71,23.85,1.16,2.26,1.02,4.26,3.5,1.27
17/09/2024 05:00,3,19.62,16.08,10.75,23.59,0.98,2.41,0.86,3.61,3.75,1.07
17/09/2024 06:00,3,23.02,16.64,10.65,22.52,1.15,2.5,0.85,4.24,3.88,1.07
17/09/2024 07:00,3,21.49,18.44,11.96,22.04,1.07,2.77,0.96,3.95,4.3,1.2
17/09/2024 08:00,3,20.29,16.78,11.26,21.76,1.01,2.52,0.9,3.73,3.91,1.13
17/09/2024 09:00,3,22.68,14.72,11.91,21.88,1.13,2.21,0.95,4.17,3.43,1.19
17/09/2024 10:00,3,20.83,13.79,9.86,23.67,1.04,2.07,0.79,3.83,3.21,0.99
17/09/2024 11:00,3,21.96,15.88,11.14,24.1,1.1,2.38,0.89,4.04,3.7,1.11
17/09/2024 12:00,3,18.47,13.97,9.9,22.05,0.92,2.1,0.79,3.4,3.26,0.99
17/09/2024 13:00,3,20.27,15.76,9.25,22.66,1.01,2.36,0.74,3.73,3.67,0.92
17/09/2024 14:00,3,19.51,14.42,9.85,23.96,0.98,2.16,0.79,3.59,3.36,0.98
17/09/2024 15:00,3,19.5,14.3,9.02,22.62,0.98,2.14,0.72,3.59,3.33,0.9
17/09/2024 16:00,3,17.13,14.81,8.22,22.79,0.86,2.22,0.66,3.15,3.45,0.82
17/09/2024 17:00,3,19.64,12.45,9.78,21.76,0.98,1.87,0.78,3.61,2.9,0.98
17/09/2024 18:00,3,18.59,12.02,10.65,22.32,0.93,1.8,0.85,3.42,2.8,1.07
17/09/2024 19:00,3,17.02,11.34,9.07,21.83,0.85,1.7,0.73,3.13,2.64,0.91
17/09/2024 20:00,3,18.01,15.29,9.81,21.93,0.9,2.29,0.78,3.31,3.56,0.98
17/09/2024 21:00,3,18.4,14.6,9.68,22.58,0.92,2.19,0.77,3.39,3.4,0.97
17/09/2024 22:00,3,19.27,15.94,8.89,23.84,0.96,2.39,0.71,3.55,3.71,0.89
17/09/2024 23:00,3,17.86,17.03,9.96,23.33,0.89,2.55,0.8,3.29,3.97,1
18/09/2024,3,20.59,15.81,10.73,24.02,1.03,2.37,0.86,3.79,3.68,1.07
18/09/2024 01:00,3,19.74,15.74,11.34,22.49,0.99,2.36,0.91,3.63,3.67,1.13
18/09/2024 02:00,3,22.56,15.29,11.95,23.47,1.13,2.29,0.96,4.15,3.56,1.2
18/09/2024 03:00,3,22.63,17.17,11.88,20.15,1.13,2.58,0.95,4.16,4,1.19
18/09/2024 04:00,3,22.63,19.23,10.68,23.54,1.13,2.88,0.85,4.16,4.48,1.07
18/09/2024 05:00,3,22.58,15.5,12.22,23.41,1.13,2.32,0.98,4.15,3.61,1.22
18/09/2024 06:00,3,24.57,16.84,9.89,24.37,1.23,2.53,0.79,4.52,3.92,0.99
18/09/2024 07:00,3,20.57,16.9,11.51,23.54,1.03,2.53,0.92,3.78,3.94,1.15
18/09/2024 08:00,3,23.12,17.03,11.42,19.99,1.16,2.55,0.91,4.25,3.97,1.14
18/09/2024 09:00,3,20.95,16.46,12.9,23.2,1.05,2.47,1.03,3.85,3.84,1.29
18/09/2024 10:00,3,21.23,13.85,10.64,23.99,1.06,2.08,0.85,3.91,3.23,1.06
18/09/2024 11:00,3,18.93,17.08,9.87,22.05,0.95,2.56,0.79,3.48,3.98,0.99
18/09/2024 12:00,3,17.47,14.42,8.92,22.84,0.87,2.16,0.71,3.21,3.36,0.89
18/09/2024 13:00,3,19.57,11.63,9.9,22.19,0.98,1.74,0.79,3.6,2.71,0.99
18/09/2024 14:00,3,20.1,13.43,8.7,23.39,1.01,2.01,0.7,3.7,3.13,0.87
18/09/2024 15:00,3,21.73,11.98,8.56,23.08,1.09,1.8,0.68,4,2.79,0.86
18/09/2024 16:00,3,17.21,13.56,7.81,22.07,0.86,2.03,0.62,3.17,3.16,0.78
18/09/2024 17:00,3,20.78,13.85,9.46,21.63,1.04,2.08,0.76,3.82,3.23,0.95
18/09/2024 18:00,3,17.37,13.48,7.78,21.99,0.87,2.02,0.62,3.2,3.14,0.78
18/09/2024 19:00,3,19.01,12.6,9.69,23.29,0.95,1.89,0.78,3.5,2.94,0.97
18/09/2024 20:00,3,19.45,13.8,8.11,22.74,0.97,2.07,0.65,3.58,3.22,0.81
18/09/2024 21:00,3,18.31,12.56,8.96,21.41,0.92,1.88,0.72,3.37,2.93,0.9
18/09/2024 22:00,3,20.43,15.11,9.83,22.93,1.02,2.27,0.79,3.76,3.52,0.98
18/09/2024 23:00,3,20.2,13.23,10.58,23.69,1.01,1.98,0.85,3.72,3.08,1.06
19/09/2024,3,20.27,14.91,7.88,23.22,1.01,2.24,0.63,3.73,3.47,0.79
19/09/2024 01:00,3,22.75,14.64,9.51,21.81,1.14,2.2,0.76,4.19,3.41,0.95
19/09/2024 02:00,3,21.52,16.12,11.32,23.03,1.08,2.42,0.91,3.96,3.76,1.13
19/09/2024 03:00,3,21.36,15.43,10.92,22.39,1.07,2.31,0.87,3.93,3.6,1.09
19/09/2024 04:00,3,20.67,17.3,10.2,23.56,1.03,2.6,0.82,3.8,4.03,1.02
19/09/2024 05:00,3,22.04,16.58,10.37,22.98,1.1,2.49,0.83,4.06,3.86,1.04
19/09/2024 06:00,3,20.55,15.05,11.77,24.2,1.03,2.26,0.94,3.78,3.51,1.18
19/09/2024 07:00,3,22.72,16.39,13.47,23.42,1.14,2.46,1.08,4.18,3.82,1.35
19/09/2024 08:00,3,22.61,15.17,9.63,21.46,1.13,2.28,0.77,4.16,3.53,0.96
19/09/2024 09:00,3,20.55,15.54,10.7,22.19,1.03,2.33,0.86,3.78,3.62,1.07
19/09/2024 10:00,3,19.47,15.1,11.25,24.61,0.97,2.26,0.9,3.58,3.52,1.12
19/09/2024 11:00,3,22.26,14.58,10.42,22.32,1.11,2.19,0.83,4.1,3.4,1.04
19/09/2024 12:00,3,18.72,14.98,11.12,23.34,0.94,2.25,0.89,3.44,3.49,1.11
19/09/2024 13:00,3,20.16,14.44,11.34,24.2,1.01,2.17,0.91,3.71,3.36,1.13
19/09/2024 14:00,3,16.19,15.51,8.61,22.8,0.81,2.33,0.69,2.98,3.61,0.86
19/09/2024 15:00,3,19.49,12.52,7.94,20.35,0.97,1.88,0.64,3.59,2.92,0.79
